Effect_ID,Study_ID,Authors_abbr,Authors_all,PubYear,Title,Field,Hypothesis,Survey_surveillance,Combined_survey_surveillance,Source_population,Study_design,Ecological_cross_level,Outcome_data_source,Outcome_data_source_condensed,Decade,Exposure_level,Combined_exposure_level,Sample_size,Table,Model,Nickname,Outcome,Outcome_type_factor,Exposure_labor_force_participation,Exposure_employment_unemployment,Exposure_income,Exposure_management_professional_roles,Exposure_women_owned_businesses,Exposure_education,Exposure_poverty,Exposure_representation_in_government,Exposure_voter_registration_civic_participation,Exposure_maternal_mortality,Exposure_teen_pregnancy,Exposure_other_health_outcomes,Exposure_women_legal_rights,Exposure_category_employment,Exposure_category_financial,Exposure_category_economic,Exposure_category_education,Exposure_category_political,Exposure_category_legal_rights,Exposure_category_womens_health,Exposure_combo,Exposure_PCA,Exposure_absolute_or_relative,Exposure_reliability_stats,Higher_exposure_means,Num_betas_not_fixed_effects,Num_betas_fixed_effects,Num_predictors_total,Confounders,Model_type,ES_beta,ES_exponentiated_beta,ES_partial_correlation_coefficient,ES_correlation,ES_none_reported,VAR_none_reported,VAR_CI_lower,VAR_CI_upper,VAR_z_score,VAR_p_value_range,VAR_p_value_exact,VAR_standard_error,VAR_t_test,Has_EM_with_interaction_term_not_reported_here,Include_in_regression,GI_and_victimization_was_a_main_question,Num_EMs_from_this_study,Notes
140,30,Reckdenwald & Parker,"Reckdenwald, A.; Parker, K.F.",2012,Understanding the change in male and female intimate partner homicide over time: a policy-and theory-relevant investigation,Criminology,Backlash,Surveillance,GENERATE,"Cities (population > 100,000)",Serial cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,172,2,2,Edu. ~ IPH (female victim),Intimate partner homicide - female victim,Intimate partner homicide,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,MORE sexism,16,172,188,"Income inequality (gini), Crime rates (besides the outcomes of interest), Divorce rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Rate of unmarried men or women, Domestic violence resources, other gender inequality measures, Police per capita",Log-transformed outcome [IS THIS POISSON?],0.475,,,,,,,,1.06,,,,,FALSE,No - escalc rejects because this has negative degrees of freedom,TRUE,GENERATE,"Model note: per paper description, the research question examines differences in exposure from 1990 to 2000. However, based on MODEL description, it's two cross-sectional analyses so actually not operationalizing the exposure or outcome as the difference in time, just concurrent associations."
141,30,Reckdenwald & Parker,"Reckdenwald, A.; Parker, K.F.",2012,Understanding the change in male and female intimate partner homicide over time: a policy-and theory-relevant investigation,Criminology,Backlash,Surveillance,GENERATE,"Cities (population > 100,000)",Serial cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,172,2,2,Income ~ IPH (all),Intimate partner homicide - all,Intimate partner homicide,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,16,172,188,"Income inequality (gini), Crime rates (besides the outcomes of interest), Divorce rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Rate of unmarried men or women, Domestic violence resources, other gender inequality measures, Police per capita",Log-transformed outcome [IS THIS POISSON?],0.684,,,,,,,,1.31,,,,,FALSE,No - escalc rejects because this has negative degrees of freedom,TRUE,GENERATE,
142,30,Reckdenwald & Parker,"Reckdenwald, A.; Parker, K.F.",2012,Understanding the change in male and female intimate partner homicide over time: a policy-and theory-relevant investigation,Criminology,Backlash,Surveillance,GENERATE,"Cities (population > 100,000)",Serial cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,172,2,2,Empl. ~ IPH (all),Intimate partner homicide - all,Intimate partner homicide,,Relative,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,16,172,188,"Income inequality (gini), Crime rates (besides the outcomes of interest), Divorce rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Rate of unmarried men or women, Domestic violence resources, other gender inequality measures, Police per capita",Log-transformed outcome [IS THIS POISSON?],-0.598,,,,,,,,-0.66,,,,,FALSE,No - escalc rejects because this has negative degrees of freedom,TRUE,GENERATE,
143,31,Smith & Chiricos,"Smith, A.; Chiricos, T.",2003,Structural antecedents of aggravated assault: exploratory assessment of female and male victimization,Criminology,"Other - testing social disorganization, routine activities, and gender inequality",Surveillance,GENERATE,Florida counties,Cross-sectional,Ecological,Local law enforcement,Local law enforcement,1990s,County,GENERATE,60,3,1,Mgmt/prof.,Assault - any perpetrator,Assault,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative - Difference,,MORE sexism,8,0,8,"Divorce rate, Income inequality (gini), Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Racial inequality, Women's labor force involvement",Linear regression,23.03,,,,,,,,,>0.05,,,,FALSE,"Maybe - impute unknown variance, double-check with provided p-value range",TRUE,GENERATE,
144,31,Smith & Chiricos,"Smith, A.; Chiricos, T.",2003,Structural antecedents of aggravated assault: exploratory assessment of female and male victimization,Criminology,"Other - testing social disorganization, routine activities, and gender inequality",Surveillance,GENERATE,Florida counties,Cross-sectional,Ecological,Local law enforcement,Local law enforcement,1990s,County,GENERATE,60,3,2,Income,Assault - any perpetrator,Assault,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative - Difference,,MORE sexism,8,0,8,"Divorce rate, Income inequality (gini), Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Racial inequality, Women's labor force involvement",Linear regression,0.01218,,,,,,,,,>0.05,,,,FALSE,"Maybe - impute unknown variance, double-check with provided p-value range",TRUE,GENERATE,
145,31,Smith & Chiricos,"Smith, A.; Chiricos, T.",2003,Structural antecedents of aggravated assault: exploratory assessment of female and male victimization,Criminology,"Other - testing social disorganization, routine activities, and gender inequality",Surveillance,GENERATE,Florida counties,Cross-sectional,Ecological,Local law enforcement,Local law enforcement,1990s,County,GENERATE,60,3,3,Edu.,Assault - any perpetrator,Assault,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative - Difference,,MORE sexism,8,0,8,"Divorce rate, Income inequality (gini), Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Racial inequality, Women's labor force involvement",Linear regression,-3.27,,,,,,,,,>0.05,,,,FALSE,"Maybe - impute unknown variance, double-check with provided p-value range",TRUE,GENERATE,
146,31,Smith & Chiricos,"Smith, A.; Chiricos, T.",2003,Structural antecedents of aggravated assault: exploratory assessment of female and male victimization,Criminology,"Other - testing social disorganization, routine activities, and gender inequality",Surveillance,GENERATE,Florida counties,Cross-sectional,Ecological,Local law enforcement,Local law enforcement,1990s,County,GENERATE,60,3,4,Empl.,Assault - any perpetrator,Assault,,Relative,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative - Difference,,LESS sexism,8,0,8,"Divorce rate, Income inequality (gini), Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Racial inequality, Women's labor force involvement",Linear regression,1.587,,,,,,,,,>0.05,,,,FALSE,"Maybe - impute unknown variance, double-check with provided p-value range",TRUE,GENERATE,
147,32,Stout,"Stout, K.D.",1992,Intimate femicide: An ecological analysis,Sociology,Exploratory,Surveillance,GENERATE,All U.S. (surveillance),Cross-sectional,Ecological,FBI,FBI,1980s,State,GENERATE,50,2,civilian labor force,Empl.,Intimate partner homicide - all,Intimate partner homicide,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,0.08,,,,,,,0.58,,,FALSE,Yes,TRUE,GENERATE,
148,32,Stout,"Stout, K.D.",1992,Intimate femicide: An ecological analysis,Sociology,Exploratory,Surveillance,GENERATE,All U.S. (surveillance),Cross-sectional,Ecological,FBI,FBI,1980s,State,GENERATE,50,2,professional and technical occupations,Mgmt/prof. (tech),Intimate partner homicide - all,Intimate partner homicide,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,0.02,,,,,,,0.892,,,FALSE,Yes,TRUE,GENERATE,
149,32,Stout,"Stout, K.D.",1992,Intimate femicide: An ecological analysis,Sociology,Exploratory,Surveillance,GENERATE,All U.S. (surveillance),Cross-sectional,Ecological,FBI,FBI,1980s,State,GENERATE,50,2,managerial and administrative positions,Mgmt/prof. (admin),Intimate partner homicide - all,Intimate partner homicide,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,0.324,,,,,,,0.022,,,FALSE,Yes,TRUE,GENERATE,
150,32,Stout,"Stout, K.D.",1992,Intimate femicide: An ecological analysis,Sociology,Exploratory,Surveillance,GENERATE,All U.S. (surveillance),Cross-sectional,Ecological,FBI,FBI,1980s,State,GENERATE,50,2,unemployment,Unemployment,Intimate partner homicide - all,Intimate partner homicide,,Relative,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,0.326,,,,,,,0.021,,,FALSE,Yes,TRUE,GENERATE,
151,32,Stout,"Stout, K.D.",1992,Intimate femicide: An ecological analysis,Sociology,Exploratory,Surveillance,GENERATE,All U.S. (surveillance),Cross-sectional,Ecological,FBI,FBI,1980s,State,GENERATE,50,2,median income,Income,Intimate partner homicide - all,Intimate partner homicide,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,0.226,,,,,,,0.115,,,FALSE,Yes,TRUE,GENERATE,
152,32,Stout,"Stout, K.D.",1992,Intimate femicide: An ecological analysis,Sociology,Exploratory,Surveillance,GENERATE,All U.S. (surveillance),Cross-sectional,Ecological,FBI,FBI,1980s,State,GENERATE,50,2,judges,Sex diff: judges,Intimate partner homicide - all,Intimate partner homicide,,,,,,,,Relative,,,,,,,,GENERATE,,TRUE,,,GENERATE,,Relative,,LESS sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,-0.028,,,,,,,0.846,,,FALSE,Yes,TRUE,GENERATE,
153,32,Stout,"Stout, K.D.",1992,Intimate femicide: An ecological analysis,Sociology,Exploratory,Surveillance,GENERATE,All U.S. (surveillance),Cross-sectional,Ecological,FBI,FBI,1980s,State,GENERATE,50,2,state house representatives,Political (house reps),Intimate partner homicide - all,Intimate partner homicide,,,,,,,,Relative,,,,,,,,GENERATE,,TRUE,,,GENERATE,,Relative,,LESS sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,-0.285,,,,,,,0.045,,,FALSE,Yes,TRUE,GENERATE,
154,32,Stout,"Stout, K.D.",1992,Intimate femicide: An ecological analysis,Sociology,Exploratory,Surveillance,GENERATE,All U.S. (surveillance),Cross-sectional,Ecological,FBI,FBI,1980s,State,GENERATE,50,2,state senators,Political (state senate),Intimate partner homicide - all,Intimate partner homicide,,,,,,,,Relative,,,,,,,,GENERATE,,TRUE,,,GENERATE,,Relative,,LESS sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,-0.267,,,,,,,0.064,,,FALSE,Yes,TRUE,GENERATE,
155,32,Stout,"Stout, K.D.",1992,Intimate femicide: An ecological analysis,Sociology,Exploratory,Surveillance,GENERATE,All U.S. (surveillance),Cross-sectional,Ecological,FBI,FBI,1980s,State,GENERATE,50,2,combined state house and senate representation,Political (all state reps),Intimate partner homicide - all,Intimate partner homicide,,,,,,,,Relative,,,,,,,,GENERATE,,TRUE,,,GENERATE,,Relative,,LESS sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,-0.315,,,,,,,0.026,,,FALSE,Yes,TRUE,GENERATE,
156,32,Stout,"Stout, K.D.",1992,Intimate femicide: An ecological analysis,Sociology,Exploratory,Surveillance,GENERATE,All U.S. (surveillance),Cross-sectional,Ecological,FBI,FBI,1980s,State,GENERATE,50,2,mayors and councillors,Political (mayor),Intimate partner homicide - all,Intimate partner homicide,,,,,,,,Relative,,,,,,,,GENERATE,,TRUE,,,GENERATE,,Relative,,LESS sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,0.166,,,,,,,0.249,,,FALSE,Yes,TRUE,GENERATE,
157,32,Stout,"Stout, K.D.",1992,Intimate femicide: An ecological analysis,Sociology,Exploratory,Surveillance,GENERATE,All U.S. (surveillance),Cross-sectional,Ecological,FBI,FBI,1980s,State,GENERATE,50,2,US state congress representatives,Political (US reps),Intimate partner homicide - all,Intimate partner homicide,,,,,,,,Relative,,,,,,,,GENERATE,,TRUE,,,GENERATE,,Relative,,LESS sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,-0.164,,,,,,,0.256,,,FALSE,Yes,TRUE,GENERATE,
158,33,Straus,"Straus, M.A.",1994,State-to-state differences in social inequality and social bonds in relation to assaults on wives in the United States,Sociology,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (National Family Violence Survey),Survey,1980s,State,GENERATE,50,4,Full OLS model,,Assault - by husband,Assault,Relative,,Relative,Relative,,,,Relative,,,,,Relative,TRUE,TRUE,GENERATE,,TRUE,TRUE,,GENERATE,,Both/mix,Cronbach's alpha = 0.65,LESS sexism,5,0,5,"Income inequality (gini), Percent of population in certain age brackets, Rate of unmarried men or women, Social disoganization",Linear regression,-0.146,,,,,,,,,,,0.046,,FALSE,Yes,TRUE,GENERATE,
159,34,Titterington,"Titterington, V.B.",2006,A retrospective investigation of gender inequality and female homicide victimization,Sociology,Considers multiple,Surveillance,GENERATE,Central cities,Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,217,Figure 2,Gender socioeconomic inequality,Economic,Female homicide - all,Female homicide,,Relative,Relative,Relative,,Relative,Relative,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,,Relative,Cronbach's alpha = 0.67,MORE sexism,13,0,13,"Economic deprivation, Divorce rate, Legitimate violence (cultural indicator), Population size, Percent of population in certain age brackets, Sex ratio, Southernness, Unemployment rate, Hospital beds per capita, OTHER GENDER INDICES",Linear regression,0.69,,,,,,,,,<0.01,,,,FALSE,"Maybe - impute unknown variance, double-check with provided p-value range",TRUE,GENERATE,
160,34,Titterington,"Titterington, V.B.",2006,A retrospective investigation of gender inequality and female homicide victimization,Sociology,Considers multiple,Surveillance,GENERATE,Central cities,Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,217,Figure 2,Gender political inequality,Political,Female homicide - all,Female homicide,,,,,,,,Relative,,,,,,,,GENERATE,,TRUE,,,GENERATE,,Relative,Cronbach's alpha = 0.68,MORE sexism,13,0,13,"Economic deprivation, Divorce rate, Legitimate violence (cultural indicator), Population size, Percent of population in certain age brackets, Sex ratio, Southernness, Unemployment rate, Hospital beds per capita, OTHER GENDER INDICES",Linear regression,-0.033,,,,,,,,,>0.05,,,,FALSE,"Maybe - impute unknown variance, double-check with provided p-value range",TRUE,GENERATE,
161,35,Vieraitis & Williams,"Vieraitis, L.M.; Williams, M.R.",2002,Assessing the impact of gender inequality on female homicide victimization across U.S. cities,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000 & Black residents > 2,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,158,6,1,Black+white ~ Edu.,Female homicide - all,Female homicide,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,LESS sexism,5,0,5,"Concentrated disadvantage, Divorce rate, Percent of population in certain age brackets, Urbanness/density",Linear regression,0.006,,,,,,,,,,,,0.016,FALSE,Yes,TRUE,GENERATE,Calculation note: df=154 for t-test
162,35,Vieraitis & Williams,"Vieraitis, L.M.; Williams, M.R.",2002,Assessing the impact of gender inequality on female homicide victimization across U.S. cities,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000 & Black residents > 2,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,158,6,2,Black+white ~ Empl.,Female homicide - all,Female homicide,,Relative,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,5,0,5,"Concentrated disadvantage, Divorce rate, Percent of population in certain age brackets, Urbanness/density",Linear regression,2.862,,,,,,,,,,,,4.072,FALSE,Yes,TRUE,GENERATE,
163,35,Vieraitis & Williams,"Vieraitis, L.M.; Williams, M.R.",2002,Assessing the impact of gender inequality on female homicide victimization across U.S. cities,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000 & Black residents > 2,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,158,6,3,Black+white ~ Mgmt/prof.,Female homicide - all,Female homicide,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,5,0,5,"Concentrated disadvantage, Divorce rate, Percent of population in certain age brackets, Urbanness/density",Linear regression,0.849,,,,,,,,,,,,2.834,FALSE,Yes,TRUE,GENERATE,
164,35,Vieraitis & Williams,"Vieraitis, L.M.; Williams, M.R.",2002,Assessing the impact of gender inequality on female homicide victimization across U.S. cities,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000 & Black residents > 2,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,158,6,4,Black+white ~ Income,Female homicide - all,Female homicide,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,5,0,5,"Concentrated disadvantage, Divorce rate, Percent of population in certain age brackets, Urbanness/density",Linear regression,2.606,,,,,,,,,,,,4.499,FALSE,Yes,TRUE,GENERATE,
165,35,Vieraitis & Williams,"Vieraitis, L.M.; Williams, M.R.",2002,Assessing the impact of gender inequality on female homicide victimization across U.S. cities,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000 & Black residents > 2,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,158,7,1,White ~ Edu.,Female homicide - White,Female homicide,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,LESS sexism,5,0,5,"Concentrated disadvantage, Divorce rate, Percent of population in certain age brackets, Urbanness/density",Linear regression,-0.493,,,,,,,,,,,,-1.301,FALSE,Yes,TRUE,GENERATE,
166,35,Vieraitis & Williams,"Vieraitis, L.M.; Williams, M.R.",2002,Assessing the impact of gender inequality on female homicide victimization across U.S. cities,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000 & Black residents > 2,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,158,7,2,White ~ Empl.,Female homicide - White,Female homicide,,Relative,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,5,0,5,"Concentrated disadvantage, Divorce rate, Percent of population in certain age brackets, Urbanness/density",Linear regression,1.588,,,,,,,,,,,,2.002,FALSE,Yes,TRUE,GENERATE,
167,35,Vieraitis & Williams,"Vieraitis, L.M.; Williams, M.R.",2002,Assessing the impact of gender inequality on female homicide victimization across U.S. cities,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000 & Black residents > 2,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,158,7,3,White ~ Mgmt/prof.,Female homicide - White,Female homicide,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,5,0,5,"Concentrated disadvantage, Divorce rate, Percent of population in certain age brackets, Urbanness/density",Linear regression,0.28,,,,,,,,,,,,0.861,FALSE,Yes,TRUE,GENERATE,
168,35,Vieraitis & Williams,"Vieraitis, L.M.; Williams, M.R.",2002,Assessing the impact of gender inequality on female homicide victimization across U.S. cities,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000 & Black residents > 2,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,158,7,4,White ~ Income,Female homicide - White,Female homicide,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,5,0,5,"Concentrated disadvantage, Divorce rate, Percent of population in certain age brackets, Urbanness/density",Linear regression,2.594,,,,,,,,,,,,3.15,FALSE,Yes,TRUE,GENERATE,
169,35,Vieraitis & Williams,"Vieraitis, L.M.; Williams, M.R.",2002,Assessing the impact of gender inequality on female homicide victimization across U.S. cities,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000 & Black residents > 2,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,158,8,1,Black ~ Edu.,Female homicide - Black,Female homicide,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,LESS sexism,5,0,5,"Concentrated disadvantage, Divorce rate, Percent of population in certain age brackets, Urbanness/density",Linear regression,0.133,,,,,,,,,,,,0.573,FALSE,Yes,TRUE,GENERATE,
170,35,Vieraitis & Williams,"Vieraitis, L.M.; Williams, M.R.",2002,Assessing the impact of gender inequality on female homicide victimization across U.S. cities,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000 & Black residents > 2,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,158,8,2,Black ~ Empl.,Female homicide - Black,Female homicide,,Relative,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,5,0,5,"Concentrated disadvantage, Divorce rate, Percent of population in certain age brackets, Urbanness/density",Linear regression,0.643,,,,,,,,,,,,0.751,FALSE,Yes,TRUE,GENERATE,
171,35,Vieraitis & Williams,"Vieraitis, L.M.; Williams, M.R.",2002,Assessing the impact of gender inequality on female homicide victimization across U.S. cities,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000 & Black residents > 2,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,158,8,3,Black ~ Mgmt/prof.,Female homicide - Black,Female homicide,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,5,0,5,"Concentrated disadvantage, Divorce rate, Percent of population in certain age brackets, Urbanness/density",Linear regression,0.182,,,,,,,,,,,,0.753,FALSE,Yes,TRUE,GENERATE,
172,35,Vieraitis & Williams,"Vieraitis, L.M.; Williams, M.R.",2002,Assessing the impact of gender inequality on female homicide victimization across U.S. cities,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000 & Black residents > 2,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,158,8,4,Black ~ Income,Female homicide - Black,Female homicide,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,5,0,5,"Concentrated disadvantage, Divorce rate, Percent of population in certain age brackets, Urbanness/density",Linear regression,2.158,,,,,,,,,,,,1.835,FALSE,Yes,TRUE,GENERATE,
173,36,Vieraitis et al. (2007),"Vieraitis, L.M.; Britto, S.; Kovandzic, T.V.",2007,The impact of women's status and gender inequality on female homicide victimization rates,Criminology,Considers multiple,Surveillance,GENERATE,All U.S. (surveillance),Cross-sectional,Ecological,CDC,CDC,2000s,County,GENERATE,3083,2,1,,Female homicide - all,Female homicide,,Relative,Relative,,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,,MORE sexism,10,50,60,"Community norms / patriarchal belifs, Divorce rate, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Urbanness/density, Absolute status of women",Poisson regression,-0.012,,,,,,,,,,,0.031,,TRUE,Yes,TRUE,GENERATE,Interaction with traditional masculinity/patriarchal culture not included here
174,37,Vieraitis et al. (2008),"Vieraitis, L.M.; Kovandzic, T.V.; Britto, S.",2008,Women's status and risk of homicide victimization: an analysis with data disaggregated by victim-offender relationship,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,2000s,City,GENERATE,206,2,1,IPH (all),Intimate partner homicide - all,Intimate partner homicide,,Relative,Relative,Relative,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,"All scores >0.69, factor had an eigenvalue = 2.28",MORE sexism,9,0,9,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Absolute status of women",Poisson regression,-0.052,,,,,,,,,,,0.074,,FALSE,Yes,TRUE,GENERATE,
175,37,Vieraitis et al. (2008),"Vieraitis, L.M.; Kovandzic, T.V.; Britto, S.",2008,Women's status and risk of homicide victimization: an analysis with data disaggregated by victim-offender relationship,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,2000s,City,GENERATE,206,2,2,Female homicide,Female homicide - nonintimate,Female homicide,,Relative,Relative,Relative,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,"All scores >0.69, factor had an eigenvalue = 2.29",MORE sexism,9,0,9,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Absolute status of women",Poisson regression,-0.031,,,,,,,,,,,0.058,,FALSE,Yes,TRUE,GENERATE,
176,38,Vieraitis et al. (2015),"Vieraitis, L.M.; Britto, S.; Morris, R.G.",2015,Assessing the impact of changes in gender equality on female homicide victimization: 1980-2000,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,165,3,Col 1.1,Homicide (all) ~ 1980,Female homicide - all,Female homicide,,Relative,Relative,,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,,LESS sexism,10,0,10,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Southernness, Urbanness/density, Absolute status",Negative binomial Poisson regression,-0.08,,,,,,,,,,,0.08,,FALSE,Yes,TRUE,GENERATE,
177,38,Vieraitis et al. (2015),"Vieraitis, L.M.; Britto, S.; Morris, R.G.",2015,Assessing the impact of changes in gender equality on female homicide victimization: 1980-2001,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,165,3,Col 1.2,Homicide (all) ~ 1990,Female homicide - all,Female homicide,,Relative,Relative,,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,,LESS sexism,10,0,10,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Southernness, Urbanness/density, Absolute status",Negative binomial Poisson regression,-0.02,,,,,,,,,,,0.07,,FALSE,Yes,TRUE,GENERATE,
178,38,Vieraitis et al. (2015),"Vieraitis, L.M.; Britto, S.; Morris, R.G.",2015,Assessing the impact of changes in gender equality on female homicide victimization: 1980-2002,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,2000s,City,GENERATE,165,3,Col 1.3,Homicide (all) ~ 2000,Female homicide - all,Female homicide,,Relative,Relative,,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,,LESS sexism,10,0,10,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Southernness, Urbanness/density, Absolute status",Negative binomial Poisson regression,-0.06,,,,,,,,,,,0.07,,FALSE,Yes,TRUE,GENERATE,
